Run,Surface,Tile,Tile_38,Average_A,Stdv_A,Average_0,Stdv_0,Average_2,Stdv_2,Average_3,Stdv_3,Average_4,Stdv_4,Average_5,Stdv_5,Average_1,Stdv_1
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,13,13,58,41.61196409153929,9,28.747978728803446,86,5.202088849208723,88,3.8343620018969546,89,3.424805095305192,93,0.8484000866968888,84,6.098190606188868
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,14,14,57,41.023028762987366,0,0.0,84,5.797923094393784,87,4.554501534192925,87,4.178877570769368,93,0.8920959699249627,81,7.069515692478536
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,15,15,58,41.61196409153929,8,25.873180855923103,86,4.809969071536303,89,3.6649827783268094,88,3.8084692292077778,93,0.7834873463626372,84,5.964918013986466
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,16,16,58,41.41121694527811,6,20.123585110162416,85,5.259780881800513,88,4.167613061244756,88,3.8154544038282396,93,0.7869464684641249,83,6.031012672395518
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,17,17,58,41.21488404286329,8,25.585701068635068,85,5.34284131907061,87,4.476121680084731,88,4.024518053398466,93,0.8885367241625998,83,6.8655518692335145
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,18,18,57,41.023028762987366,4,14.373989364401723,85,5.348230224054725,87,4.52640477554139,88,3.799719703147221,93,0.9205662830971889,83,6.6878265019074705
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Top,19,19,57,40.94169295745136,16,34.324653212841326,84,5.483483118021259,86,4.778495495905545,87,4.130275002664246,93,0.944834183454235,82,6.689057050509115
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,1,20,58,41.30375285612676,9,28.747978728803446,88,3.6337844700477135,84,5.808559976330472,88,4.004620112884705,93,1.2333086592501648,81,7.474694391172565
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,2,21,56,40.30164044083345,17,37.2494384005588,87,4.0969057211925435,83,6.866351025547388,86,4.497204917613375,93,1.30846739246994,78,8.914930987564153
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,3,22,57,40.83571421630281,8,25.585701068635068,87,4.076430295076476,83,6.30978946342129,87,4.28099557076658,93,1.124242111797694,80,8.21437730525154
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,4,23,57,40.554490092549145,9,28.747978728803446,88,3.846149625406569,83,6.513255451050935,87,4.180824074369598,93,1.1505111348592147,79,8.311494016399006
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,5,24,57,41.023028762987366,0,0.0,87,4.465997124439366,83,6.591135918969655,87,4.294623031448572,93,1.2110850613410817,79,8.708981851135178
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,6,25,57,40.83571421630281,9,28.747978728803446,87,4.067334492827362,82,7.091988176547978,86,4.781621620898478,93,1.328722978382638,78,8.778168455128426
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,7,26,57,40.74582459862878,14,31.12252512647285,88,3.842581436842351,84,6.39637242872189,88,4.127587945582833,93,1.174653084412107,80,8.100364942921077
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,8,27,57,40.554490092549145,9,28.747978728803446,88,4.1126123385159445,84,6.692132432068286,88,4.118259240455563,93,1.105973737733364,79,8.545849873979012
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,9,28,55,39.66806720216597,7,22.998382983042756,86,4.214743213607794,81,7.531734416428657,86,4.827957290369617,92,1.3577069049824526,77,9.628632426999491
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,10,29,57,41.023028762987366,7,22.42342340846669,88,3.7843080813169774,84,6.458690087053533,88,3.7100933814943637,93,1.1899686343923033,80,8.301420375267933
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,11,30,57,40.83571421630281,9,28.747978728803446,88,3.804192330402618,84,6.297167695691002,88,3.421996372236188,93,1.1438025579332438,80,8.489321946164141
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,12,31,57,40.65300316909769,6,21.56098404660259,88,4.036867138796656,83,7.236927100268134,88,3.721042037676254,93,1.2497170345181627,79,8.94672542037585
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,13,32,57,40.83571421630281,7,22.998382983042756,88,4.250716069749206,83,6.730761844461496,88,3.6576902855288433,93,1.0911388429751563,79,8.675209464863617
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,14,33,55,39.83577398380617,13,28.697049694298272,85,4.815099706671211,78,9.378199042670753,84,5.313402725251499,92,1.5629249082729324,74,11.072277817902581
180409_M05945_0002_000000000-BMMFJ_SubTile%PF.csv,Bottom,15,34,57,40.65300316909769,6,21.56098404660259,87,4.1853490626716,83,6.875335133370527,87,3.7305709701483507,93,1.2140717121435838,79,9.3571125650788
